"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"celkove_hodnotenie";"maturity";"testovanie9";"matematika";"vyucovaci_jazyk";"cudzie_jazyky";"mimoriadne_vysledky";"nezamestnanost_absolventov";"vysledky_inspekcie";"ucasti_na_sutaziach";"prijimanie_na_VS";"pedagogicky_zbor";"financne_zdroje"
"1154";"Nitriansky";"Komárno";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Stredná odborná škola";"Bratislavská cesta 10";"Komárno";"94525";"4,73642692565918";"3,08326301574707";;"3,38657684326172";"2,38396987915039";"3,77885818481445";"2,62695121765137";"6,48085327148438";;;"4,76920471191406";"3,5421443939209";"4,59244499206543"
"1155";"Nitriansky";"Komárno";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı - maïarskı ";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Budovate¾ská 32";"Komárno";"94501";"4,91086692810059";"3,92341423034668";;"0";"3,61149978637695";"4,23799438476563";"3,34687385559082";"6,01362762451172";;;"4,46716194152832";"3,81947975158691";"4,6514575958252"
"1156";"Nitriansky";"Komárno";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Eötvösa 39";"Komárno";"94501";;;;;;;"0";;"6,1947566986084";;;"3,0761739730835";"7,36163101196289"
"1157";"Nitriansky";"Komárno";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Hradná 7";"Komárno";"94501";;;;;;;;;;;;;
"1158";"Nitriansky";"Komárno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 3";"Komárno";"94501";"6,40018920898437";;"7,94275512695313";"7,73455123901367";"8,15095977783203";;"0";;"6,20168113708496";;;"3,35638084411621";"7,61359558105469"
"1159";"Nitriansky";"Komárno";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špeciálna ZŠ s v.j.m.";"Košická 8";"Komárno";"94501";;;;;;;;;;;;;
"1160";"Nitriansky";"Komárno";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špeciálna ZŠ s v.j.m.";"Košická 8";"Komárno";"94501";;;;;;;;;;;;;
"1161";"Nitriansky";"Komárno";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Letná 12";"Komárno";"94501";;;;;;;;;;;;;
"1162";"Nitriansky";"Komárno";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ M.Jókaiho s VJM";"Mieru 2";"Komárno";"94553";;;;;;;"0,659031581878662";;"7,07993316650391";;;"2,79810180664062";"7,561376953125"
"1163";"Nitriansky";"Komárno";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Stredná priemysel.škola";"Petõfiho 2";"Komárno";"94550";"6,60634155273438";"5,48678665161133";;"5,52331619262695";"4,89236068725586";"6,07186622619629";"6,43401031494141";"7,53645248413086";;;"7,4632682800293";"3,10579776763916";"5,38247222900391"
"1164";"Nitriansky";"Komárno";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium ¼. J. Šuleka";"Pohranièná 10";"Komárno";"94552";"5,22536277770996";"5,82708282470703";;"4,61234512329102";"4,71821708679199";"7,23504791259766";"1,47736921310425";"6,03003044128418";;;"6,99512176513672";"2,56612281799316";"7,73337631225586"
"1166";"Nitriansky";"Komárno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Pohranièná 9";"Komárno";"94501";"5,1518009185791";;"5,88852920532227";"4,97858238220215";"6,79847564697266";;"0";;"6,01093635559082";;;"4,30146179199219";"7,88367233276367"
"1167";"Nitriansky";"Komárno";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s VJM - Alapiskola";"Práce 24";"Komárno";"94501";;;;;;;"1,27659368515015";;;;;"4,17781105041504";"6,93531494140625"
"1168";"Nitriansky";"Komárno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rozmarínová 1";"Komárno";"94501";"6,5322265625";;"8,4003173828125";"8,07934036254883";"8,72129364013672";;"0,26583685874939";;;;;"3,93138694763184";"7,58395233154297"
"1169";"Nitriansky";"Komárno";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ZŠ pri ZZ";"eleznièná 13";"Komárno";"94501";;;;;;;;;;;;;
"1170";"Nitriansky";"Komárno";"Samosprávny kraj";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Stredná odborná škola";"Dunajskı rad 138";"Kravany nad Dunajom";"94636";"5,6508861541748";"3,81848449707031";;"0";"4,25246086120606";"3,37433662414551";"4,87664260864258";"7,27165603637695";;;"5,02701377868652";"3,4592456817627";"5,5074333190918"
