"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"3113";"Prešovskı";"Prešov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Prostìjovská 36";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,35475";;;;
"3114";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Prostìjovská 38";"Prešov";"08001";;;;;;;;;;;"66,7";"65,2";;;;;;;;;;;;;;;;;;"8,11966";;;;
"3116";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sibírska 42";"Prešov";"08001";;;;;;;;;;;"64,5";"67,7";;;;;;;;;;;;;;;;;;"7,91557";;;;
"3117";"Prešovskı";"Prešov";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Sídl. dukl. hrdinov 3";"Prešov";"08134";"30,8";;;;"34,2";;;;;;;;;;;;;;;;;;;;;;;;;"11,9438";;;;
"3118";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravotnícka škola";"Sládkovièova 36";"Prešov";"08024";"44,2";;;;"44,9";"64,2";;"43,9";;;;;;;;;;;;;;;;;;;;;;"9,89346";;;;
"3119";"Prešovskı";"Prešov";"Obec";"Základná škola";"Ukrajinskı";"Základná škola";"Spojená škola - ZŠ";"Sládkovièova 4";"Prešov";"08001";;;;;;;;;;;"51";"57,3";;;"85,6";"83,7838";"70,9493";;;;;;;;;;;;;"11,3475";;;;
"3120";"Prešovskı";"Prešov";"Samosprávny kraj";"Gymnázium";"Ukrajinskı";"Gymnázium";"Spojená škola-Gymnázium";"Sládkovièova 4";"Prešov";"08001";"61,3";"34,2";;;;"54,7";;;;;;;;;;;;;;;;;;;;;;;;"7,63889";;;;
"3121";"Prešovskı";"Prešov";"Súkromník";"Športové gymnázium";"Slovenskı";"Gymnázium";"Súkr. šport. gym. ELBA";"Smetanova 2";"Prešov";"08001";"48,8";"53,3";;;;"40,1";;;;;"37,3";"40,4";;;"45,3846";"56,7568";"61,7117";;;;;;;;;;;;;"14,5078";;;;
"3122";"Prešovskı";"Prešov";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ ELBA";"Smetanova 2";"Prešov";"08001";"33,6";;;;"41,3";;;;;;;;;;;;;;;;;;;;;;;;;"19,6721";;;;
"3128";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Šmeralova 25";"Prešov";"08001";;;;;;;;;;;"71,5";"76,8";;;;;;;;;;;;;;;;;;"7,85185";;;;
"3129";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Šrobárova 20";"Prešov";"08001";;;;;;;;;;;"65,2";"64,8";;;;;;;;;;;;;;;;;;"6,99301";;;;
"3130";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium sv. Moniky";"Tarasa Ševèenka 1";"Prešov";"08001";"62,3";"59";;;;"53,1";"69,7";;;;;;;;;;;;;;;;;;;;;;;"8,13492";;;;
"3132";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vaecká 11";"Prešov";"08005";;;;;;;;;;;"61,6";"67,1";;;"83,7398";"87,3239";"64,5634";;;;;;;;;;;;;"9,25926";;;;
"3133";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná umelecká škola";"Slovenskı";"Stredná odborná škola";"Stredná umelecká škola";"Vodárenská 3";"Prešov";"08001";"44,1";;;;"51,1";"68,3";;;;;;;;;;;;;;;;;;;;;;;;"15,7233";;;;
"3134";"Prešovskı";"Prešov";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Volgogradská 1";"Prešov";"08001";"35,1";"17,2";;;"50,3";;;;;;;;;;;;;;;;;;;;;;;;;"9,76139";;;;
"3137";"Prešovskı";"Prešov";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Volgogradská 3";"Prešov";"08001";"46,2";"17,8";;;"51,6";"54,4";;;;;;;;;;;;;;;;;;;;;;;;"12,1429";;;;
"3139";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Proè 24";"Proè";"08214";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"18,1818";;;;
"3140";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pušovce 1";"Pušovce";"08214";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21,7391";;;;
"3141";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Radatice 199";"Radatice";"08242";;;;;;;;;;;"60,5";"71";;;"83,3333";"86,9565";"61,5079";;;;;;;;;;;;;"12,987";;;;
"3144";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ruská Nová Ves 57";"Ruská Nová Ves";"08005";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14,2857";;;;
"3145";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sedlice 3";"Sedlice";"08243";;;;;;;;;;;"49,2";"59";;;;;;;;;;;;;;;;;;"10,8696";;;;
"3147";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Záhradnická 19";"Svinia";"08232";;;;;;;;;;;"76,7";"72,4";;;;;;;;;;;;;;;;;;"11,4754";;;;
"3148";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Šarišská Poruba 67";"Šarišská Poruba";"08212";;;;;;;;;;;;;;;"74,2857";"85,7143";"76,1084";;;;;;;;;;;;;"9,61539";;;;
"3150";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Šarišské Bohdanovce 179";"Šarišské Bohdanovce";"08205";;;;;;;;;;;"45,5";"39,4";;;;;;;;;;;;;;;;;;"9,29204";;;;
"3151";"Prešovskı";"Prešov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Široké 118";"Široké";"08237";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,35714";;;;
"3153";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Široké 141";"Široké";"08237";;;;;;;;;;;"62";"64,7";;;;;;;;;;;;;;;;;;"9,90338";;;;
"3155";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 68";"Teròa";"08267";;;;;;;;;;;"47";"42,9";;;"63,4409";"75";"66,3499";;;;;;;;;;;;;"8,73786";;;;
"3157";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tuhrina 4";"Tuhrina";"08207";;;;;;;;;;;"21,7";"15,3";;;"52,0325";"65,2778";"60,3397";;;;;;;;;;;;;"10,625";;;;
"3158";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Tulèík 116";"Tulèík";"08213";;;;;;;;;;;"54,2";"54,5";;;;;;;;;;;;;;;;;;"12,5";;;;
"3160";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Varhaòovce 62";"Varhaòovce";"08205";;;;;;;;;;;;;;;"79,7468";"64,5833";"64,3417";;;;;;;;;;;;;"10,4348";;;;
"3162";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 29";"Ve¾kı Šariš";"08221";;;;;;;;;;;"62";"63,2";;;;;;;;;;;;;;;;;;"7,52688";;;;
"3163";"Prešovskı";"Prešov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská 29";"Ve¾kı Šariš";"08221";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,44444";;;;
"3165";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Víaz 236";"Víaz";"08238";;;;;;;;;;;;;;;"96,05";"97,83";"59,95";;;;;;;;;;;;;"9,09091";;;;
"3166";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 46";"Záhradné";"08216";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12,2449";;;;
"3169";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"ehòa 20";"ehòa";"08206";;;;;;;;;;;;;;;"51,9481";"75";"50,8094";;;;;;;;;;;;;"10,5769";;;;
"3170";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"upèany 171";"upèany";"08001";;;;;;;;;;;;;;;"91,55";"86,96";"62,12";;;;;;;;;;;;;"9,09091";;;;
"3172";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bodovce 55";"Bodovce";"08266";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,1111";;;;
"3173";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Brezovica 60";"Brezovica";"08274";;;;;;;;;;;"57,6";"54,3";;;;;;;;;;;;;;;;;;"9,319";;;;
"3174";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èervená Voda 30";"Èervená Voda";"08301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17,6471";;;;
"3175";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èervenica pri Sabinove130";"Èervenica pri Sabinove";"08256";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,1111";;;;
"3176";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ïaèov 110";"Ïaèov";"08271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14,2857";;;;
"3178";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dubovica 190";"Dubovica";"08271";;;;;;;;;;;;;;;"84,29";"97,56";"76,78";;;;;;;;;;;;;"8,92857";;;;
"3179";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hubošovce 56";"Hubošovce";"08266";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17,6471";;;;
"3181";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jakubovany 86";"Jakubovany";"08301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,8889";;;;
"3182";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jarovnice 192";"Jarovnice";"08263";;;;;;;;;;;"18,3";"13,3";;;;;;;;;;;;;;;;;;"5,39535";;;;
"3183";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Jarovnice 464";"Jarovnice";"08263";;;;;;;;;;;"20,9";"13,8";;;;;;;;;;;;;;;;;;"6,57143";;;;
"3184";"Prešovskı";"Sabinov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Jarovnice 96";"Jarovnice";"08263";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3185";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kamenica 645";"Kamenica";"08271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"8,57143";;;;
"3186";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Krásna Lúka 142";"Krásna Lúka";"08273";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"19,3548";;;;
"3188";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Krivany 1";"Krivany";"08271";;;;;;;;;;;"54,3";"57,5";;;"63,2";"75,6757";"71,0907";;;;;;;;;;;;;"9,13978";;;;
"3189";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hviezdoslavova 1";"Lipany";"08271";;;;;;;;;;;"46,4";"57,2";;;;;;;;;;;;;;;;;;"8,53242";;;;
"3190";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 113";"Lipany";"08271";;;;;;;;;;;"63,1";"58,3";;;;;;;;;;;;;;;;;;"6,8408";;;;
"3191";"Prešovskı";"Sabinov";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Komenského 13";"Lipany";"08271";"64,2";"74,4";;;;"67,7";;;;;"78,3";"84";;;;;;;;;;;;;;;;;;"8,39895";;;;
"3192";"Prešovskı";"Sabinov";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Komenského 16";"Lipany";"08271";"47,7";;;;"41,9";;;;;;;;;;;;;;;;;;;;;;;;;"10,8262";;;;
"3193";"Prešovskı";"Sabinov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štúrova 29";"Lipany";"08271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,06198";;;;
"3194";"Prešovskı";"Sabinov";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Tehelná 23";"Lipany";"08271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"20,6897";;;;
"3195";"Prešovskı";"Sabinov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Tehelná 23";"Lipany";"08271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3196";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lúèka 47";"Lúèka";"08271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12";;;;
"3198";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"¼utina 4";"¼utina";"08257";;;;;;;;;;;"45,3";"42,3";;;"73,1183";"88";"56,8333";;;;;;;;;;;;;"12,1429";;;;
"3200";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Milpoš 55";"Milpoš";"08271";;;;;;;;;;;;;;;"52,0548";"81,0811";"69,2518";;;;;;;;;;;;;"7,89474";;;;
"3202";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ninı Slavkov 72";"Ninı Slavkov";"08275";;;;;;;;;;;"62,7";"54";;;;;;;;;;;;;;;;;;"7,91367";;;;
"3203";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"O¾šov 23";"O¾šov";"08276";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"33,3333";;;;
"3204";"Prešovskı";"Sabinov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Ostrovany 11";"Ostrovany";"08222";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3206";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 2";"Peèovská Nová Ves";"08256";;;;;;;;;;;"51,6";"55,1";;;"77,2358";"79,4521";"67,9965";;;;;;;;;;;;;"8,76404";;;;
"3207";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Poloma 85";"Poloma";"08273";;;;;;;;;;;;;;;"85,0467";"63,7681";"58,0838";;;;;;;;;;;;;"10,9091";;;;
"3208";"Prešovskı";"Sabinov";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Raòany 235";"Raòany";"08261";;;;;;;;;;;;;;;"76,9231";"87,3239";"72,7";;;;;;;;;;;;;"9,23077";;;;
"3209";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rokovany 190";"Rokovany";"08271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"7,57576";;;;
"3210";"Prešovskı";"Sabinov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"9. mája 7";"Sabinov";"08301";;;;;;;;;;;"61,3";"68,2";;;;;;;;;;;;;;;;;;"8,73362";;;;
"3211";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 13";"Sabinov";"08301";;;;;;;;;;;"58,3";"55,8";;;;;;;;;;;;;;;;;;"6,31229";;;;
"3212";"Prešovskı";"Sabinov";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium A. Prídavka";"Komenského 40";"Sabinov";"08301";"57,5";"45,6";;;;"59,7";;;;;;;;;"63,0769";"70,6667";"62,364";;;;;;;;;;;;;"11,1111";;;;
"3213";"Prešovskı";"Sabinov";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Spojená škola - Obchodná akadémia";"SNP 16";"Sabinov";"08301";;;;;;;;;;;;;;;"76,38";"69,86";;;;;;;;;;;;;;;;;;
"3214";"Prešovskı";"Sabinov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Nám. slobody 29";"Sabinov";"08301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,68966";;;;
"3215";"Prešovskı";"Sabinov";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola";"Námestie slobody 100";"Sabinov";"08301";;;;;;;;;;;"74,2";"60,4";;;"97,73";"97,92";"74,24";;;;;;;;;;;;;"12,4294";;;;
"3217";"Prešovskı";"Sabinov";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"SNP 16";"Sabinov";"08301";;;;;;;;;;;;;;;"51,9685";"76,7123";"53,92";;;;;;;;;;;;;;;;;
"3218";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. 17. novembra 31";"Sabinov";"08301";;;;;;;;;;;"57,5";"66,7";;;;;;;;;;;;;;;;;;"6,59026";;;;
"3219";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Šarišské Dravce 20";"Šarišské Dravce";"08273";;;;;;;;;;;"57,2";"54,8";;;;;;;;;;;;;;;;;;"9,18919";;;;
"3221";"Prešovskı";"Sabinov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Pod lesíkom 19";"Šarišské Micha¾any";"08222";;;;;;;;;;;"50,6";"48,6";;;"86,9159";"86";"63,499";;;;;;;;;;;;;"7,8481";;;;
"3224";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Torysa 26";"Torysa";"08276";;;;;;;;;;;;;;;"78,5124";"79,4521";"75,3582";;;;;;;;;;;;;"8,51064";;;;
"3225";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Uzovce 160";"Uzovce";"08266";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17,6471";;;;
"3226";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Uzovské Pek¾any 67";"Uzovské Pek¾any";"08262";;;;;;;;;;;;;;;"83,1933";"77,7778";"69,8734";;;;;;;;;;;;;"8,06452";;;;
"3227";"Prešovskı";"Sabinov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Uzovskı Šalgov 20";"Uzovskı Šalgov";"08261";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17,6471";;;;
"3228";"Prešovskı";"Snina";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná ZŠ s MŠ";"Komenského 17";"Belá nad Cirochou";"06781";;;;;;;;;;;"65,4";"65";;;"97,561";"95,7747";"81,4984";;;;;;;;;;;;;"9,13043";;;;
"3229";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhé nad Cirochou 231";"Dlhé nad Cirochou";"06782";;;;;;;;;;;"69";"72,8";;;;;;;;;;;;;;;;;;"9,03226";;;;
"3230";"Prešovskı";"Snina";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kalná Roztoka 169";"Kalná Roztoka";"06772";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"37,5";;;;
"3232";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Klenová 111";"Klenová";"06772";;;;;;;;;;;"67";"73,7";;;"90,1639";"83,5616";"80,8803";;;;;;;;;;;;;"24,6575";;;;
"3233";"Prešovskı";"Snina";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kolonica 121";"Kolonica";"06761";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"23,0769";;;;
"3235";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Pèoliné 113";"Pèoliné";"06735";;;;;;;;;;;"61,7";"67,5";;;;;;;;;;;;;;;;;;"24";;;;
"3239";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Budovate¾ská 9";"Snina";"06901";;;;;;;;;;;"41,4";"42,8";;;;;;;;;;;;;;;;;;"8,65385";;;;
"3240";"Prešovskı";"Snina";"Súkromník";"Gymnázium";"Slovenskı a Ruskı bil.";"Gymnázium";"Súkromné gymnázium";"Budovate¾ská 9";"Snina";"06901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3241";"Prešovskı";"Snina";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Èeská 9";"Snina";"06901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,5873";;;;
"3243";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hviezdoslavova 20";"Snina";"06901";;;;;;;;;;;"63";"60,9";;;;;;;;;;;;;;;;;;"7,25664";;;;
"3244";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 16";"Snina";"06901";;;;;;;;;;;"60,5";"64,8";;;"90,2439";"84,507";"72,9831";;;;;;;;;;;;;"8,23529";;;;
"3246";"Prešovskı";"Snina";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Palárikova 1";"Snina";"06913";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3247";"Prešovskı";"Snina";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Str. priemyselná škola";"Partizánska 1059";"Snina";"06901";"39,5";"27,3";;;"41,6";"58,5";;;;;;;;;;;;;;;;;;;;;;;;"10,8434";;;;
"3248";"Prešovskı";"Snina";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Sládkovièova 120";"Snina";"06927";"26,5";;;;"25,8";;;;;;;;;;;;;;;;;;;;;;;;;"16,9231";;;;
"3249";"Prešovskı";"Snina";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Študentská 1447";"Snina";"06901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3,98724";;;;
"3250";"Prešovskı";"Snina";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Študentská 4";"Snina";"06901";"61,5";"46,5";;;;"67,9";;;"56,4";;"79,3";"76,9";;;"79,3388";"80,5556";"70,6388";;;;;;;;;;;;;"9,12162";;;;
"3252";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Študentská 9";"Snina";"06901";;;;;;;;;;;"64,8";"79";;;"94,3089";"83,5616";"77,6393";;;;;;;;;;;;;"8,98876";;;;
"3253";"Prešovskı";"Snina";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk.spojená škola -CZŠ";"Švermova 10";"Snina";"06901";;;;;;;;;;;"64,4";"62,8";;;"89,0625";"80,8219";"70,7589";;;;;;;;;;;;;"10,2222";;;;
"3254";"Prešovskı";"Snina";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Cirk. spoj. škola - Gym";"Švermova 10";"Snina";"06901";"69,9";"68,2";;;;"69,4";;;;;"71,4";"72,5";;;;;;;;;;;;;;;;;;"9,47368";;;;
"3255";"Prešovskı";"Snina";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ul. Hviezdoslavova 20";"Snina";"06901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,76991";;;;
"3256";"Prešovskı";"Snina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"SNP 412";"Stakèín";"06761";;;;;;;;;;;"68,3";"53,3";;;;;;;;;;;;;;;;;;"9,13461";;;;
