"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"1620";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Robotnícka 25";"Zlaté Moravce";"95301";;;;;;;;;;;"24";"24";;;;;;;;;;;;;;;;;;"195";;;;
"1621";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Slov.národ.povstania 2";"Zlaté Moravce";"95330";"77";;;;"63";"2";;"9";;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"434";;;;
"1622";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. Krá¾a";"Slov.národ.povstania 3";"Zlaté Moravce";"95342";"56";"19";;;;"56";;;;;;;;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"225";;;;
"1623";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Slov.národ.povstania 5";"Zlaté Moravce";"95301";"35";;;;"22";"3";;"10";;;;;;;;;;;;;;;;;;;;;;"217";;;;
"1624";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Ul. 1. mája 22";"Zlaté Moravce";"95301";"60";"3";;;"38";"2";;"12";;;;;;;"2011/12";"2011/12";;;;;;;;;;;;;;"290";;;;
"1625";"Nitriansky";"Zlaté Moravce";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ sv. Don Bosca";"Ul. 1. mája 24";"Zlaté Moravce";"95301";;;;;;;;;;;"25";"25";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"202";;;;
"1626";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Jána Vojtecha Šimka";"Šimkova 40";"itavany";"95197";;;;;;;;;;;"18";"18";;;;;;;;;;;;;;;;;;"157";;;;
"1627";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Eliáša Lániho 7";"Bytèa";"01401";;;;;;;;;;;"49";"49";;;;;;;;;;;;;;;;;;"486";;;;
"1628";"ilinskı";"Bytèa";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola i.";"Mièurova 1";"Bytèa";"01401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1629";"ilinskı";"Bytèa";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Štefánikova 4";"Bytèa";"01401";"64";"15";;;;"58";;;"6";;"15";"15";;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"296";;;;
"1631";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica mieru è. 1235";"Bytèa";"01401";;;;;;;;;;;"77";"77";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"790";;;;
"1632";"ilinskı";"Bytèa";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Zámok 105";"Bytèa";"01401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"527";;;;
"1633";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlboké nad Váhom 124";"Hlboké nad Váhom";"01401";;;;;;;;;;;;;;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"15";;;;
"1634";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hvozdnica 66";"Hvozdnica";"01356";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"58";;;;
"1635";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kolárovice 62";"Kolárovice";"01354";;;;;;;;;;;"22";"22";;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"184";;;;
"1636";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kotešová 378";"Kotešová";"01361";;;;;;;;;;;"16";"16";;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"181";;;;
"1637";"ilinskı";"Bytèa";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Sidónie Sakalovej 1300";"Bytèa";"01401";"19";;;;"12";;;"7";;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"244";;;;
"1638";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ústredie 72";"Petrovice";"01353";;;;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"43";;;;
"1639";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bajzova 2";"Predmier";"01351";;;;;;;;;;;"20";"20";;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"180";;;;
"1640";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sú¾ov - Hradná 64";"Sú¾ov - Hradná";"01352";;;;;;;;;;;"13";"13";;;;;;;;;;;;;;;;;;"133";;;;
"1641";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štiavnik 177";"Štiavnik";"01355";;;;;;;;;;;"51";"51";;;;;;;;;;;;;;;;;;"393";;;;
"1643";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ve¾ké Rovné 302";"Ve¾ké Rovné";"01362";;;;;;;;;;;"31";"31";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"267";;;;
"1644";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Gymnázium J. M. Hurbana";"17. novembra 1296";"Èadca";"02201";"155";"48";;;;"97";"58";;;;"27";"27";;;;;;;;;;;;;;;;;;"736";;;;
"1645";"ilinskı";"Èadca";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı a Anglickı bil.";"Stredná odborná škola";"Obchodná akadémia Dušana Metoda
Janotu";"Ul. 17. novembra 2701";"Èadca";"02201";"77";;;;"35";;"37";;;"11";;;;;;;;;;;;;;;;;;;;"327";;;;
"1646";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Horelica 429";"Èadca";"02201";;;;;;;;;;;"8";"8";;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"124";;;;
"1647";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"PaSA sv. M. Goretti";"Horná 137";"Èadca";"02201";"76";;;;"65";"3";;"8";;;;;;;;;;;;;;;;;;;;;;"331";;;;
"1648";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"Horná 137";"Èadca";"02201";"31";;;;"24";;;"7";;;;;;;;;;;;;;;;;;;;;;"208";;;;
"1649";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"M. R. Štefánika 2007";"Èadca";"02201";;;;;;;;;;;"37";"37";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"451";;;;
"1650";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"M. R. Štefánika 2007";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"449";;;;
"1651";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Milošová u Prívary 477";"Èadca";"02201";;;;;;;;;;;;;;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"69";;;;
"1652";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Okruná 693";"Èadca";"02201";"102";;;;"70";;;"27";;;;;;;;;;;;;;;;;;;;;;"499";;;;
"1653";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri ZZ";"Palárikova 2311";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1654";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Palárikova 2758";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1655";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Podzávoz 2739";"Èadca";"02201";;;;;;;;;;;"37";"37";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"271";;;;
"1656";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rázusova 2260";"Èadca";"02201";;;;;;;;;;;"54";"54";;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"589";;;;
"1657";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská 945";"Èadca";"02201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"858";;;;
"1658";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Ul. 17. novembra 2579";"Èadca";"02201";"77";;;;"69";;;"5";;;;;;;"2011/12";"2011/12";;;;;;;;;;;;;;"488";;;;
"1660";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica Komenského 752";"Èadca";"02204";;;;;;;;;;;"39";"39";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"395";;;;
"1662";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 183";"Èierne";"02313";;;;;;;;;;;"21";"21";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"201";;;;
"1664";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vyšnı Koniec 969";"Èierne";"02313";;;;;;;;;;;"18";"18";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"212";;;;
"1665";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá nad Kysucou 201";"Dlhá nad Kysucou";"02354";;;;;;;;;;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"15";;;;
"1666";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dunajov 235";"Dunajov";"02302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"50";;;;
"1667";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 976";"Klokoèov";"02322";;;;;;;;;;;"35";"35";;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"198";;;;
"1668";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Klubina 157";"Klubina";"02304";;;;;;;;;;;;;;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"20";;;;
"1669";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 533";"Koròa";"02321";;;;;;;;;;;"17";"17";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"160";;;;
"1670";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kalinovská 431";"Krásno nad Kysucou";"02302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1671";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ drevárska";"Slovenskı";"Stredná odborná škola";"SOŠ drevárska";"Krásno nad Kysucou è.1642";"Krásno nad Kysucou";"02302";"55";;;;"35";;;"19";;;;;;;;;;;;;;;;;;;;;;"352";;;;
"1673";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mládenícka 1343";"Krásno nad Kysucou";"02302";;;;;;;;;;;"63";"63";;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;;;;;
"1674";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Slov.národ.povstania 167";"Krásno nad Kysucou";"02302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"621";;;;
"1675";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Makov 264";"Makov";"02356";;;;;;;;;;;"27";"27";;;;;;;;;;;;;;;;;;;;;;
"1676";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Nová Bystrica 686";"Nová Bystrica";"02305";;;;;;;;;;;"20";"20";;;;;;;;;;;;;;;;;;"197";;;;
"1677";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vychylovka 687";"Nová Bystrica";"02305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"44";;;;
"1678";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Polgrúò 464";"Olešná";"02352";;;;;;;;;;;"11";"11";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"102";;;;
"1679";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ošèadnica 1374";"Ošèadnica";"02301";;;;;;;;;;;"16";"16";;;;;;;;;;;;;;;;;;"179";;;;
"1680";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 760";"Ošèadnica";"02301";;;;;;;;;;;"44";"44";;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"360";;;;
"1682";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podvysoká 307";"Podvysoká";"02357";;;;;;;;;;;"20";"20";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"215";;;;
"1683";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Radôstka 168";"Radôstka";"02304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10";;;;
"1684";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk. ZŠ J. Palárika";"Raková 705";"Raková";"02351";;;;;;;;;;;"19";"19";;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"133";;;;
"1685";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Raková è. 950";"Raková";"02351";;;;;;;;;;;"35";"35";;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"357";;;;
"1686";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Trstená 475";"Raková";"02351";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1687";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kudlov 781";"Skalité";"02314";;;;;;;;;;;"26";"26";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"240";;;;
"1688";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Skalité è.729";"Skalité";"02314";;;;;;;;;;;"18";"18";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"283";;;;
"1689";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Stará Bystrica 680";"Stará Bystrica";"02304";;;;;;;;;;;"38";"38";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"316";;;;
"1690";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Staškov 502";"Staškov";"02353";;;;;;;;;;;"22";"22";;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"248";;;;
"1691";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Svrèinovec 336";"Svrèinovec";"02312";;;;;;;;;;;"43";"43";;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"277";;;;
"1692";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bukovina 305";"Turzovka";"02354";;;;;;;;;;;"66";"66";;;;;;;;;;;;;;;;;;"575";;;;
"1693";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Jašíkova 219";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"18";;;;
"1694";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"SŠ sv.Jozefa internátna";"Jašíkova 219";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1695";"ilinskı";"Èadca";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"¼. Štúra 35";"Turzovka";"02354";"40";"2";;;;"40";;;;;;;;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"138";;;;
"1696";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"M. R. Štefánika 355";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"502";;;;
"1697";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Stred 39";"Turzovka";"02354";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1699";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hornı Kelèov 658";"Vysoká nad Kysucou";"02355";;;;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;;;;;
"1700";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vysoká nad Kysucou 316";"Vysoká nad Kysucou";"02355";;;;;;;;;;;"18";"18";;;;;;;;;;;;;;;;;;"185";;;;
"1701";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zákopèie è. 957";"Zákopèie";"02311";;;;;;;;;;;"27";"27";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"140";;;;
"1702";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Zborov nad Bystricou 604";"Zborov nad Bystricou";"02303";;;;;;;;;;;"29";"29";;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"243";;;;
"1703";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá nad Oravou 110";"Dlhá nad Oravou";"02755";;;;;;;;;;;"17";"17";;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"162";;;;
"1704";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium P.O.Hviezdos.";"Hviezdoslavovo nám. 18";"Dolnı Kubín";"02624";"104";"53";;;;"101";;;"2";;"20";"20";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"483";;;;
"1705";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Jelšavská 404";"Dolnı Kubín";"02601";"49";;;;"36";;;"10";;;;;;;;;;;;;;;;;;;;;;"334";;;;
"1706";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kohútov sad 4";"Dolnı Kubín";"02601";;;;;;;;;;;"63";"63";;;;;;;;;;;;;;;;;;"694";;;;
"1707";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Komenského 32";"Dolnı Kubín";"02601";;;;;;;;;;;"23";"23";;;;;;;;;;;;;;;;;;"192";;;;
"1708";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"M. Hattalu 2149";"Dolnı Kubín";"02601";"42";;;;"34";;;"8";;;;;;;;;;;;;;;;;;;;;;"264";;;;
"1709";"ilinskı";"Dolnı Kubín";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Matuškova 1631";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1710";"ilinskı";"Dolnı Kubín";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Matuškova 1631";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1711";"ilinskı";"Dolnı Kubín";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Matúškova 5";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"658";;;;
"1712";"ilinskı";"Dolnı Kubín";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Námestie slobody 6";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"542";;;;
"1714";"ilinskı";"Dolnı Kubín";"Súkromník";"SOŠ podnikania";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ podnikania";"Nemocnièná 2";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"53";;;;
"1715";"ilinskı";"Dolnı Kubín";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Nemocnièná 4";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1716";"ilinskı";"Dolnı Kubín";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná SŠ - ZŠ s MŠ";"Okruná 25";"Dolnı Kubín";"02601";;;;;;;;;;;"14";"14";;;;;;;;;;;;;;;;;;"272";;;;
"1717";"ilinskı";"Dolnı Kubín";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Cirkevná SŠ - gymnázium";"Okruná 25";"Dolnı Kubín";"02601";"20";"10";;;;"20";;;;;"17";"17";;;;;;;;;;;;;;;;;;"135";;;;
"1718";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Pelhøimovská 10";"Dolnı Kubín";"02680";"85";;;;"64";"2";;"12";;;;;;;"2011/12";"2011/12";;;;;;;;;;;;;;"516";;;;
"1719";"ilinskı";"Dolnı Kubín";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Radlinského 55";"Dolnı Kubín";"02636";"90";"10";;;"83";"6";;;;;;;;;;;;;;;;;;;;;;;;"316";;;;
"1720";"ilinskı";"Dolnı Kubín";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"SNP 14";"Dolnı Kubín";"02601";"25";;;;"24";;;;;;;;;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"91";;;;
"1721";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"SNP 36";"Dolnı Kubín";"02601";;;;;;;;;;;"70";"70";;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"640";;;;
"1722";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. Martina Hattalu 2151";"Dolnı Kubín";"02601";;;;;;;;;;;"37";"37";;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"427";;;;
"1723";"ilinskı";"Dolnı Kubín";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkromná ZŠ s MŠ";"Ul. Obrancov mieru 1779";"Dolnı Kubín";"02601";;;;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"54";;;;
"1724";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Chlebnice 134";"Chlebnice";"02755";;;;;;;;;;;"17";"17";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"164";;;;
"1726";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ul. Školská è. 143";"Istebné";"02753";;;;;;;;;;;"10";"10";;;;;;;;;;;;;;;;;;"115";;;;
"1727";"ilinskı";"Dolnı Kubín";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Krivá è. 136";"Krivá";"02755";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"27";;;;
"1728";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Malatiná 70";"Malatiná";"02601";;;;;;;;;;;"11";"11";;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"94";;;;
"1729";"ilinskı";"Dolnı Kubín";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oravskı Podzámok è. 36";"Oravskı Podzámok";"02741";;;;;;;;;;;"14";"14";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"159";;;;
